z1,z2,z3,z4,z5,z6,z7,z8,taste_hat,price_hat,health_unit_hat,fitness_hat,novelty_Z
0.5521776075371303,-7.14414178823298,2.007921640940981,-0.428192520480811,-10.01488984621613,-12.675576026619817,-0.3874956710475086,-9.043755645741141,0.6328692853661275,0.0735629767973711,0.4831353338850645,2.042441642453821,16.32239214086726
-0.05258950129935869,-8.995975568797206,-0.6929610220524034,-10.477609160899839,-6.135504998211541,-6.6543548152938605,-2.4057754018671487,3.051193165084662,0.6496867028510305,0.12766602403174618,0.49999999999999994,2.0220206788192843,10.448167330573995
-1.5600439316204495,-8.252356017931891,3.892005851074109,-1.1140480225455276,-12.372825809484976,-14.939021414750316,-2.1858004261649358,1.186992227612726,0.7983147725869262,0.04335839334515087,0.25,2.0049563792417753,11.5675202088722
-5.772679905390584,-10.16756357968347,2.306710967628464,2.2312105105436686,-13.347096452598393,-3.7189524311334754,-5.7887138761237225,-8.653948816181293,0.6481051336233344,0.1506319836241011,0.4999999999999999,1.9974731499992333,10.664701582083005
2.176300159234529,-8.647194360746223,1.4563614363374677,4.217283498581815,-12.690424853235877,-16.908812724046932,-1.6061994390543013,4.58728197704159,0.7321417700419997,0.044684284469881444,0.25,1.9374574855721183,14.522575736376034
-1.3682795421877412,-9.682715422961934,6.4316776587206705,-2.356745498638559,-9.822571746950137,-14.343419803768084,1.8341930000079563,-0.3773069128069295,0.7527073569402417,0.0765402196538136,0.24999999999999997,1.926167137286428,11.817791076625872
-0.3420553575400014,-9.119317668902434,2.483941136759499,-0.42498715514612817,-6.238427249219508,-21.75466674768396,-2.5292905714821723,4.52376426814102,0.7825009314670904,0.12741392910946076,0.25,1.9050870023576296,16.674703738611708
-12.770296895360104,-8.68103135512377,1.2234174346673148,3.424909898642201,-9.020674222228065,-5.655351507975315,-1.9146386618851607,-16.56042525478602,0.62227072690469,0.22721592177477073,0.5,1.8950548051299192,18.299258134801587
3.796406154735223,-7.169556659750023,3.3830841327211516,-6.069173102651633,-9.566604530722687,-16.00600663745958,4.960877083239042,6.154639440959301,0.661010018463049,0.039616933648281685,0.25,1.8713930848147673,16.143493398993062
-3.3054784826973638,-8.406638043544598,3.710273710523378,-6.117207476523254,-15.839169738165978,-8.67454853084892,3.580841816990718,5.654707509803319,0.6230690754630546,0.0024184059734619324,0.24999999999999994,1.8706506694895926,10.35852137651676
-7.7924488168384345,-10.203775936572486,3.1511729420800862,0.7161209365733519,-9.996331459485372,-17.956350981722075,-2.0061886825188413,3.19296959362892,0.7693538613490386,0.15339851398525478,0.24999999999999994,1.865955347363784,11.45320413556982
3.170040346591948,-5.143086178926334,0.6454224184009081,-0.7808784349367461,-12.169144236535612,-15.43370172717839,3.840841132700848,1.3355214139185536,0.6286062868889313,0.023806208052710047,0.25,1.8548000788362211,15.229151494258442
3.445195298386034,-8.109640677950576,3.048728420430106,-7.912939223544378,-10.725156787518724,-11.92628004829293,0.6595493396780864,10.085730965126734,0.6336220712067583,0.037889230636908765,0.25,1.8457328405698497,15.062575593428651
-1.1836642119693614,-8.384408017773032,3.38452665209694,-9.139657958681376,-10.258752549504505,-19.45470008086815,1.870402696176949,7.961689754546515,0.64364069156186,0.04815661953899345,0.25,1.8454840720228667,17.133279282363617
2.8761864818225984,-7.815495991208215,1.4611288521144203,-4.652223887808162,-10.926269808037961,-0.11583185272218444,5.205007663509991,6.616099990241602,0.345821410385976,0.0048072265062719,0.5000000000000001,1.8410141838797043,10.746723349457245
-0.29812402737747234,-9.801633567025391,-1.4975509862967407,-5.45363795903576,-11.53289384024547,-7.06047062634932,4.433299714866305,7.099811702847008,0.624087030854806,0.04531849652243484,0.25,1.8287685343323712,11.056862558258167
0.46128995630092184,-6.919301362025214,1.841978800022677,10.305585786219432,-12.594120823023381,6.198886555699206,-2.4538845941422336,-10.63093633290883,0.4874855816456333,0.16845247344867217,0.5000000000000001,1.8190331081969613,15.68061978648809
2.111095419421053,-5.763573056281734,3.937661790227201,1.0287491297326103,-10.715950180779945,3.5956704746102908,1.8452438959997837,11.549192537367926,0.32078278245127134,0.00756481402158402,0.5,1.8132179684296874,11.763998703834712
-4.88774265818356,-7.0779827118704475,1.0537652601051943,-5.115207736383726,-6.897381628243922,-18.916669825867004,1.661106052370411,2.3163579119006874,0.7054672335719412,0.14937593051287118,0.25,1.80609130305907,13.726942862430933
-8.645850770090334,-8.356342197941986,1.4067256645995156,-6.1561275707405825,-8.289606750751837,-17.62420077513165,-5.612530301060303,5.68554220579043,0.7334223130944387,0.17734890380757884,0.25,1.80607340928686,13.693502681795387
